baseline	13.4358	8.5759	7.9400	6.2970
oooLambdas	82.0489	17.3651	16.2363	14.6025
patMat	29.2218	18.8496	17.8768	15.3500
scalaOOO	45.1449	30.6777	26.8249	8.8930
