baseline	0.1560	0.0930	0.0900	0.0870
oooLambdas	1.1460	0.2930	0.2770	0.2630
patMat	0.3710	0.2980	0.2270	0.2170
scalaOOO	0.9020	0.2100	0.1380	0.1190
