baseline	0.1560	0.0930	0.0900	0.0870
patMat	0.3710	0.2980	0.2270	0.2170
scalaOOO	0.9020	0.2100	0.1380	0.1190
scalacCake	1.0500	0.2740	0.2680	0.2550
