baseline	0.8332	0.0940	0.0910	0.0880
oooLambdas	1.1095	0.2840	0.2780	0.2670
patMat	0.9530	0.2270	0.2220	0.2150
scalaOOO	0.1730	0.1280	0.1260	0.1160
typeclass	0.3551	0.2110	0.2010	0.1860
wrappedInTry	1.3037	0.5282	0.3470	0.3290
